,Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK,xG/90,xAG/90,xG+xAG,npxG/90,npxG+xAG/90,MP_H,W_H,D_H,L_H,GF_H,GA_H,GD_H,Pts_H,Pts/MP_H,xG_H,xGA_H,xGD_H,xGD/90_H,MP_A,W_A,D_A,L_A,GF_A,GA_A,GD_A,Pts_A,Pts/MP_A,xG_A,xGA_A,xGD_A,xGD/90_A,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,year,country,league
327,Moreirense,29,27.0,44.4,34,374,3060,34,32,19,51,28,4,7,114,6,43.2,37.6,24.3,61.9,434,1029,0.94,0.56,1.5,0.82,1.38,1.27,0.71,1.98,1.11,1.82,17,6,4,7,24,23,1,22,1.29,24.8,24.4,0.4,0.02,17,4,3,10,22,28,-6,15,0.88,19.5,31.2,-11.8,-0.69,389,142,36.5,11.44,4.18,0.11,0.29,19.1,18,2021,portugal,primeira_liga
328,Paços,30,27.0,49.0,34,374,3060,34,28,17,45,24,4,5,107,5,33.9,30.0,21.3,51.3,420,992,0.82,0.5,1.32,0.71,1.21,1.0,0.63,1.62,0.88,1.51,17,6,8,3,25,20,5,26,1.53,20.7,16.0,4.7,0.28,17,0,11,6,13,23,-10,11,0.65,18.1,26.5,-8.5,-0.5,351,128,36.5,10.32,3.76,0.1,0.28,18.1,7,2021,portugal,primeira_liga
329,Portimonense,35,25.4,48.5,34,374,3060,34,28,18,46,26,2,4,114,7,34.5,31.4,23.8,55.3,462,1056,0.82,0.53,1.35,0.76,1.29,1.02,0.7,1.72,0.92,1.63,17,6,7,4,28,22,6,25,1.47,22.0,26.5,-4.6,-0.27,17,3,2,12,14,30,-16,11,0.65,18.6,22.9,-4.3,-0.25,393,110,28.0,11.56,3.24,0.09,0.31,19.4,12,2021,portugal,primeira_liga
330,Porto,33,25.8,62.6,34,374,3060,34,83,54,137,77,6,9,81,6,83.6,77.2,59.6,136.9,686,1554,2.44,1.59,4.03,2.26,3.85,2.46,1.75,4.21,2.27,4.03,17,8,1,8,25,18,7,25,1.47,19.8,21.3,-1.4,-0.08,17,1,5,11,24,40,-16,8,0.47,19.4,30.4,-11.0,-0.65,375,118,31.5,11.03,3.47,0.09,0.29,19.7,22,2021,portugal,primeira_liga
331,Santa Clara,32,26.8,45.8,34,374,3060,34,36,22,58,32,4,4,101,9,38.4,35.2,26.9,62.1,384,967,1.06,0.65,1.71,0.94,1.59,1.13,0.79,1.92,1.04,1.83,17,6,3,8,22,27,-5,21,1.24,22.2,24.5,-2.3,-0.13,17,1,9,7,11,26,-15,12,0.71,16.4,24.9,-8.5,-0.5,563,177,31.4,16.56,5.21,0.1,0.32,16.9,19,2021,portugal,primeira_liga
332,Sporting CP,31,26.6,59.8,34,374,3060,34,71,45,116,62,9,11,99,6,71.0,62.7,48.6,111.3,705,1563,2.09,1.32,3.41,1.82,3.15,2.09,1.43,3.52,1.84,3.27,17,4,8,5,21,30,-9,20,1.18,21.7,24.3,-2.6,-0.15,17,3,3,11,18,32,-14,12,0.71,14.3,29.5,-15.2,-0.89,346,98,28.3,10.18,2.88,0.08,0.29,18.9,12,2021,portugal,primeira_liga
333,Tondela,27,25.4,45.9,34,374,3060,34,41,25,66,32,9,9,101,6,35.1,28.5,22.1,50.5,411,964,1.21,0.74,1.94,0.94,1.68,1.03,0.65,1.68,0.84,1.49,17,3,6,8,18,31,-13,15,0.88,19.4,26.8,-7.5,-0.44,17,5,2,10,21,41,-20,17,1.0,15.9,29.9,-14.0,-0.82,555,211,38.0,16.32,6.21,0.16,0.42,15.9,13,2021,portugal,primeira_liga
334,Vitória,31,24.8,48.7,34,374,3060,34,50,25,75,40,10,11,120,8,49.3,42.8,31.8,74.6,534,1273,1.47,0.74,2.21,1.18,1.91,1.45,0.93,2.38,1.26,2.19,17,3,5,9,20,32,-12,14,0.82,24.1,21.9,2.2,0.13,17,2,6,9,16,34,-18,12,0.71,16.5,29.5,-13.0,-0.77,452,135,29.9,13.29,3.97,0.1,0.33,18.2,11,2021,portugal,primeira_liga
335,Vizela,31,26.5,44.8,34,373,3060,34,36,23,59,33,3,3,99,6,41.5,39.1,27.8,66.9,418,1167,1.06,0.68,1.74,0.97,1.65,1.22,0.82,2.04,1.15,1.97,17,3,4,10,21,37,-16,13,0.76,18.0,27.4,-9.5,-0.56,17,2,4,11,10,35,-25,10,0.59,16.3,33.1,-16.8,-0.99,420,134,31.9,12.35,3.94,0.08,0.24,18.4,15,2021,portugal,primeira_liga
336,B-SAD,29,26.6,45.3,34,374,3060,34,25,14,39,22,3,4,87,5,33.9,30.7,22.1,52.8,375,1028,0.74,0.41,1.15,0.65,1.06,1.0,0.65,1.64,0.9,1.55,17,17,0,0,57,11,46,51,3.0,40.9,11.4,29.6,1.74,17,12,3,2,39,18,21,39,2.29,31.6,15.0,16.6,0.98,459,157,34.2,13.5,4.62,0.1,0.31,19.5,16,2020,portugal,primeira_liga
337,Benfica,32,27.2,62.6,34,374,3060,34,65,56,121,63,2,2,83,0,69.7,68.2,61.3,129.5,765,1930,1.91,1.65,3.56,1.85,3.5,2.05,1.8,3.86,2.0,3.81,17,15,2,0,48,7,41,47,2.76,46.2,12.5,33.7,1.98,17,10,3,4,29,21,8,33,1.94,30.8,19.5,11.3,0.66,581,231,39.8,17.09,6.79,0.12,0.31,16.7,20,2020,portugal,primeira_liga
338,Boavista,25,24.1,43.4,34,374,3060,34,36,27,63,33,3,3,85,10,38.5,36.2,26.1,62.3,484,882,1.06,0.79,1.85,0.97,1.76,1.13,0.77,1.9,1.06,1.83,17,11,4,2,35,13,22,37,2.18,37.4,11.5,25.9,1.52,17,11,2,4,28,14,14,35,2.06,27.1,17.1,10.0,0.59,334,106,31.7,9.82,3.12,0.1,0.31,18.4,11,2020,portugal,primeira_liga
339,Braga,33,26.5,57.1,34,374,3060,34,53,36,89,48,5,6,62,5,55.0,50.3,42.7,93.0,583,1598,1.56,1.06,2.62,1.41,2.47,1.62,1.26,2.87,1.48,2.73,17,10,3,4,33,20,13,33,1.94,35.8,19.4,16.4,0.97,17,11,2,4,38,30,8,35,2.06,27.8,28.3,-0.5,-0.03,545,202,37.1,16.03,5.94,0.12,0.32,16.9,15,2020,portugal,primeira_liga
340,Famalicão,40,22.9,51.0,34,374,3060,34,40,22,62,35,5,7,98,4,37.7,32.1,21.8,53.9,524,1112,1.18,0.65,1.82,1.03,1.68,1.11,0.64,1.75,0.94,1.58,17,11,2,4,31,18,13,35,2.06,28.5,16.2,12.3,0.72,17,8,4,5,21,20,1,28,1.65,16.6,23.1,-6.4,-0.38,352,115,32.7,10.35,3.38,0.1,0.3,19.5,7,2020,portugal,primeira_liga
341,Farense,30,27.1,43.2,34,374,3060,34,30,18,48,25,5,8,82,7,42.3,35.9,25.8,61.7,340,928,0.88,0.53,1.41,0.74,1.26,1.24,0.76,2.0,1.06,1.82,17,8,4,5,20,18,2,28,1.65,18.9,16.6,2.3,0.14,17,8,3,6,16,17,-1,27,1.59,13.9,15.9,-2.0,-0.12,374,111,29.7,11.0,3.26,0.07,0.23,19.2,15,2020,portugal,primeira_liga
342,Gil Vicente FC,29,26.5,47.9,34,374,3060,34,32,18,50,26,6,9,69,5,38.0,30.9,24.4,55.3,475,1169,0.94,0.53,1.47,0.76,1.29,1.12,0.72,1.84,0.91,1.63,17,7,3,7,26,26,0,24,1.41,22.9,21.3,1.6,0.09,17,6,4,7,28,24,4,22,1.29,24.7,28.2,-3.5,-0.21,391,135,34.5,11.5,3.97,0.12,0.35,18.4,21,2020,portugal,primeira_liga
343,Marítimo,33,26.3,44.4,34,374,3060,34,27,17,44,25,2,4,102,3,35.4,32.5,23.8,56.3,428,823,0.79,0.5,1.29,0.74,1.24,1.04,0.7,1.74,0.96,1.66,17,6,6,5,21,21,0,24,1.41,17.4,22.6,-5.2,-0.31,17,4,6,7,16,20,-4,18,1.06,18.4,23.1,-4.7,-0.27,369,105,28.5,10.85,3.09,0.08,0.27,17.6,13,2020,portugal,primeira_liga
344,Moreirense,31,26.1,47.3,34,374,3060,34,32,19,51,28,4,5,84,1,36.9,33.0,24.4,57.4,460,1024,0.94,0.56,1.5,0.82,1.38,1.08,0.72,1.8,0.97,1.69,17,3,5,9,10,18,-8,14,0.82,12.2,18.4,-6.2,-0.37,17,7,3,7,28,32,-4,24,1.41,17.2,24.6,-7.5,-0.44,446,118,26.5,13.12,3.47,0.08,0.29,18.7,24,2020,portugal,primeira_liga
345,Nacional,30,26.5,46.9,34,374,3060,34,28,23,51,28,0,2,97,5,32.8,31.2,23.2,54.4,460,916,0.82,0.68,1.5,0.82,1.5,0.96,0.68,1.65,0.92,1.6,17,6,4,7,24,23,1,22,1.29,24.8,24.4,0.4,0.02,17,4,3,10,22,28,-6,15,0.88,19.5,31.2,-11.8,-0.69,389,142,36.5,11.44,4.18,0.11,0.29,19.1,18,2020,portugal,primeira_liga
346,Paços,27,26.4,46.1,34,374,3060,34,39,25,64,34,5,6,71,3,36.8,32.5,23.4,55.9,397,919,1.15,0.74,1.88,1.0,1.74,1.08,0.69,1.77,0.96,1.64,17,6,8,3,25,20,5,26,1.53,20.7,16.0,4.7,0.28,17,0,11,6,13,23,-10,11,0.65,18.1,26.5,-8.5,-0.5,351,128,36.5,10.32,3.76,0.1,0.28,18.1,7,2020,portugal,primeira_liga
347,Portimonense,28,26.0,51.0,34,374,3060,34,33,24,57,30,3,4,83,1,37.6,34.5,26.4,60.9,413,1133,0.97,0.71,1.68,0.88,1.59,1.11,0.78,1.88,1.01,1.79,17,6,7,4,28,22,6,25,1.47,22.0,26.5,-4.6,-0.27,17,3,2,12,14,30,-16,11,0.65,18.6,22.9,-4.3,-0.25,393,110,28.0,11.56,3.24,0.09,0.31,19.4,12,2020,portugal,primeira_liga
348,Porto,31,27.3,60.6,34,374,3060,34,72,50,122,59,13,16,63,4,65.6,53.1,43.2,96.4,638,1645,2.12,1.47,3.59,1.74,3.21,1.93,1.27,3.2,1.56,2.83,17,8,1,8,25,18,7,25,1.47,19.8,21.3,-1.4,-0.08,17,1,5,11,24,40,-16,8,0.47,19.4,30.4,-11.0,-0.65,375,118,31.5,11.03,3.47,0.09,0.29,19.7,22,2020,portugal,primeira_liga
349,Rio Ave,30,27.6,51.8,34,374,3060,34,24,15,39,21,3,5,71,6,36.2,32.1,23.6,55.7,557,1160,0.71,0.44,1.15,0.62,1.06,1.06,0.69,1.76,0.94,1.64,17,6,3,8,22,27,-5,21,1.24,22.2,24.5,-2.3,-0.13,17,1,9,7,11,26,-15,12,0.71,16.4,24.9,-8.5,-0.5,563,177,31.4,16.56,5.21,0.1,0.32,16.9,19,2020,portugal,primeira_liga
350,Santa Clara,29,27.1,47.9,34,374,3060,34,41,25,66,34,7,9,96,4,45.0,37.9,29.1,67.0,420,1061,1.21,0.74,1.94,1.0,1.74,1.32,0.86,2.18,1.11,1.97,17,4,8,5,21,30,-9,20,1.18,21.7,24.3,-2.6,-0.15,17,3,3,11,18,32,-14,12,0.71,14.3,29.5,-15.2,-0.89,346,98,28.3,10.18,2.88,0.08,0.29,18.9,12,2020,portugal,primeira_liga
351,Sporting CP,30,25.5,57.2,34,374,3060,34,64,36,100,56,8,10,89,3,62.6,55.0,42.9,97.9,594,1244,1.88,1.06,2.94,1.65,2.71,1.84,1.26,3.1,1.62,2.88,17,3,6,8,18,31,-13,15,0.88,19.4,26.8,-7.5,-0.44,17,5,2,10,21,41,-20,17,1.0,15.9,29.9,-14.0,-0.82,555,211,38.0,16.32,6.21,0.16,0.42,15.9,13,2020,portugal,primeira_liga
352,Tondela,26,26.1,47.4,34,374,3060,34,36,28,64,34,2,5,80,6,34.0,30.3,24.4,54.7,402,1101,1.06,0.82,1.88,1.0,1.82,1.0,0.72,1.72,0.89,1.61,17,3,5,9,20,32,-12,14,0.82,24.1,21.9,2.2,0.13,17,2,6,9,16,34,-18,12,0.71,16.5,29.5,-13.0,-0.77,452,135,29.9,13.29,3.97,0.1,0.33,18.2,11,2020,portugal,primeira_liga
353,Vitória,30,24.7,49.0,34,374,3060,34,36,21,57,33,3,5,77,3,36.9,32.9,24.3,57.2,572,1191,1.06,0.62,1.68,0.97,1.59,1.08,0.71,1.8,0.97,1.68,17,3,4,10,21,37,-16,13,0.76,18.0,27.4,-9.5,-0.56,17,2,4,11,10,35,-25,10,0.59,16.3,33.1,-16.8,-0.99,420,134,31.9,12.35,3.94,0.08,0.24,18.4,15,2020,portugal,primeira_liga
354,Aves,44,24.3,41.3,34,374,3060,34,24,13,37,20,4,6,92,7,28.9,24.2,17.3,41.5,402,813,0.71,0.38,1.09,0.59,0.97,0.85,0.51,1.36,0.71,1.22,17,17,0,0,57,11,46,51,3.0,40.9,11.4,29.6,1.74,17,12,3,2,39,18,21,39,2.29,31.6,15.0,16.6,0.98,459,157,34.2,13.5,4.62,0.1,0.31,19.5,16,2019,portugal,primeira_liga
355,B-SAD,41,25.9,49.1,34,374,3060,34,23,14,37,22,1,3,96,4,31.4,29.0,21.1,50.1,409,983,0.68,0.41,1.09,0.65,1.06,0.92,0.62,1.54,0.85,1.47,17,15,2,0,48,7,41,47,2.76,46.2,12.5,33.7,1.98,17,10,3,4,29,21,8,33,1.94,30.8,19.5,11.3,0.66,581,231,39.8,17.09,6.79,0.12,0.31,16.7,20,2019,portugal,primeira_liga
356,Benfica,28,25.4,57.8,34,374,3060,34,67,52,119,62,5,9,71,2,67.7,60.7,49.9,110.6,678,1794,1.97,1.53,3.5,1.82,3.35,1.99,1.47,3.46,1.78,3.25,17,11,4,2,35,13,22,37,2.18,37.4,11.5,25.9,1.52,17,11,2,4,28,14,14,35,2.06,27.1,17.1,10.0,0.59,334,106,31.7,9.82,3.12,0.1,0.31,18.4,11,2019,portugal,primeira_liga
357,Boavista,27,27.7,42.8,34,374,3060,34,26,16,42,23,3,4,109,7,33.0,29.9,20.3,50.2,372,902,0.76,0.47,1.24,0.68,1.15,0.97,0.6,1.57,0.88,1.48,17,10,3,4,33,20,13,33,1.94,35.8,19.4,16.4,0.97,17,11,2,4,38,30,8,35,2.06,27.8,28.3,-0.5,-0.03,545,202,37.1,16.03,5.94,0.12,0.32,16.9,15,2019,portugal,primeira_liga
358,Braga,36,25.5,58.5,34,374,3060,34,61,41,102,58,3,4,89,6,61.1,57.9,46.0,103.9,640,1673,1.79,1.21,3.0,1.71,2.91,1.8,1.35,3.15,1.7,3.06,17,11,2,4,31,18,13,35,2.06,28.5,16.2,12.3,0.72,17,8,4,5,21,20,1,28,1.65,16.6,23.1,-6.4,-0.38,352,115,32.7,10.35,3.38,0.1,0.3,19.5,7,2019,portugal,primeira_liga
359,Famalicão,26,23.7,52.6,34,374,3060,34,51,32,83,45,6,8,99,11,47.3,40.9,29.7,70.6,556,1253,1.5,0.94,2.44,1.32,2.26,1.39,0.87,2.26,1.2,2.08,17,8,4,5,20,18,2,28,1.65,18.9,16.6,2.3,0.14,17,8,3,6,16,17,-1,27,1.59,13.9,15.9,-2.0,-0.12,374,111,29.7,11.0,3.26,0.07,0.23,19.2,15,2019,portugal,primeira_liga
360,Gil Vicente FC,27,26.5,47.5,34,374,3060,34,40,26,66,36,4,6,76,4,38.2,33.5,25.5,59.0,482,1152,1.18,0.76,1.94,1.06,1.82,1.12,0.75,1.88,0.99,1.74,17,7,3,7,26,26,0,24,1.41,22.9,21.3,1.6,0.09,17,6,4,7,28,24,4,22,1.29,24.7,28.2,-3.5,-0.21,391,135,34.5,11.5,3.97,0.12,0.35,18.4,21,2019,portugal,primeira_liga
361,Marítimo,30,26.5,47.1,34,374,3060,34,32,13,45,28,4,4,98,5,36.6,33.5,24.9,58.3,447,933,0.94,0.38,1.32,0.82,1.21,1.08,0.73,1.81,0.98,1.72,17,6,6,5,21,21,0,24,1.41,17.4,22.6,-5.2,-0.31,17,4,6,7,16,20,-4,18,1.06,18.4,23.1,-4.7,-0.27,369,105,28.5,10.85,3.09,0.08,0.27,17.6,13,2019,portugal,primeira_liga
362,Moreirense,27,26.5,44.1,34,374,3060,34,42,34,76,38,4,4,81,4,40.5,37.5,32.3,69.8,482,1021,1.24,1.0,2.24,1.12,2.12,1.19,0.95,2.14,1.1,2.05,17,3,5,9,10,18,-8,14,0.82,12.2,18.4,-6.2,-0.37,17,7,3,7,28,32,-4,24,1.41,17.2,24.6,-7.5,-0.44,446,118,26.5,13.12,3.47,0.08,0.29,18.7,24,2019,portugal,primeira_liga
363,Paços,31,26.6,46.9,34,374,3060,34,34,22,56,30,4,4,113,6,35.0,31.8,24.4,56.2,425,1137,1.0,0.65,1.65,0.88,1.53,1.03,0.72,1.75,0.94,1.65,17,6,4,7,24,23,1,22,1.29,24.8,24.4,0.4,0.02,17,4,3,10,22,28,-6,15,0.88,19.5,31.2,-11.8,-0.69,389,142,36.5,11.44,4.18,0.11,0.29,19.1,18,2019,portugal,primeira_liga
364,Portimonense,32,25.5,51.1,34,374,3060,34,29,22,51,26,3,4,81,2,36.5,33.4,25.5,58.9,469,1290,0.85,0.65,1.5,0.76,1.41,1.07,0.75,1.82,0.98,1.73,17,6,8,3,25,20,5,26,1.53,20.7,16.0,4.7,0.28,17,0,11,6,13,23,-10,11,0.65,18.1,26.5,-8.5,-0.5,351,128,36.5,10.32,3.76,0.1,0.28,18.1,7,2019,portugal,primeira_liga
365,Porto,28,27.4,59.5,34,374,3060,34,71,48,119,61,10,14,87,3,65.5,54.5,45.1,99.6,636,1545,2.09,1.41,3.5,1.79,3.21,1.93,1.33,3.25,1.6,2.93,17,6,7,4,28,22,6,25,1.47,22.0,26.5,-4.6,-0.27,17,3,2,12,14,30,-16,11,0.65,18.6,22.9,-4.3,-0.25,393,110,28.0,11.56,3.24,0.09,0.31,19.4,12,2019,portugal,primeira_liga
366,Rio Ave,27,27.2,55.7,34,374,3060,34,47,27,74,35,12,14,73,7,53.7,43.1,34.1,77.2,600,1389,1.38,0.79,2.18,1.03,1.82,1.58,1.0,2.58,1.27,2.27,17,8,1,8,25,18,7,25,1.47,19.8,21.3,-1.4,-0.08,17,1,5,11,24,40,-16,8,0.47,19.4,30.4,-11.0,-0.65,375,118,31.5,11.03,3.47,0.09,0.29,19.7,22,2019,portugal,primeira_liga
367,Santa Clara,29,26.5,46.1,34,374,3060,34,34,21,55,28,6,6,75,3,45.3,40.9,29.5,70.3,364,963,1.0,0.62,1.62,0.82,1.44,1.33,0.87,2.2,1.2,2.07,17,6,3,8,22,27,-5,21,1.24,22.2,24.5,-2.3,-0.13,17,1,9,7,11,26,-15,12,0.71,16.4,24.9,-8.5,-0.5,563,177,31.4,16.56,5.21,0.1,0.32,16.9,19,2019,portugal,primeira_liga
368,Sporting CP,36,25.0,58.4,34,374,3060,34,47,24,71,39,8,8,90,3,49.1,42.8,34.8,77.7,616,1476,1.38,0.71,2.09,1.15,1.85,1.44,1.02,2.47,1.26,2.28,17,4,8,5,21,30,-9,20,1.18,21.7,24.3,-2.6,-0.15,17,3,3,11,18,32,-14,12,0.71,14.3,29.5,-15.2,-0.89,346,98,28.3,10.18,2.88,0.08,0.29,18.9,12,2019,portugal,primeira_liga
369,Tondela,30,25.0,45.8,34,374,3060,34,29,14,43,22,7,11,82,4,42.6,34.0,26.6,60.6,446,1000,0.85,0.41,1.26,0.65,1.06,1.25,0.78,2.03,1.0,1.78,17,3,6,8,18,31,-13,15,0.88,19.4,26.8,-7.5,-0.44,17,5,2,10,21,41,-20,17,1.0,15.9,29.9,-14.0,-0.82,555,211,38.0,16.32,6.21,0.16,0.42,15.9,13,2019,portugal,primeira_liga
370,Vitória,32,25.8,50.7,34,374,3060,34,53,38,91,47,6,7,69,5,54.2,48.7,37.0,85.7,763,1623,1.56,1.12,2.68,1.38,2.5,1.59,1.09,2.68,1.43,2.52,17,3,5,9,20,32,-12,14,0.82,24.1,21.9,2.2,0.13,17,2,6,9,16,34,-18,12,0.71,16.5,29.5,-13.0,-0.77,452,135,29.9,13.29,3.97,0.1,0.33,18.2,11,2019,portugal,primeira_liga
371,Vitória Setúbal,31,27.7,45.0,34,374,3060,34,26,20,46,26,0,1,99,7,27.7,26.9,20.3,47.2,421,841,0.76,0.59,1.35,0.76,1.35,0.81,0.6,1.41,0.79,1.39,17,3,4,10,21,37,-16,13,0.76,18.0,27.4,-9.5,-0.56,17,2,4,11,10,35,-25,10,0.59,16.3,33.1,-16.8,-0.99,420,134,31.9,12.35,3.94,0.08,0.24,18.4,15,2019,portugal,primeira_liga
372,Aves,34,27.1,42.3,34,374,3060,34,35,18,53,30,5,6,77,3,45.1,40.4,28.9,69.4,410,1028,1.03,0.53,1.56,0.88,1.41,1.33,0.85,2.18,1.19,2.04,17,17,0,0,57,11,46,51,3.0,40.9,11.4,29.6,1.74,17,12,3,2,39,18,21,39,2.29,31.6,15.0,16.6,0.98,459,157,34.2,13.5,4.62,0.1,0.31,19.5,16,2018,portugal,primeira_liga
373,B-SAD,31,27.3,52.6,34,374,3060,34,41,20,61,36,5,6,74,6,39.9,35.2,26.4,61.7,538,982,1.21,0.59,1.79,1.06,1.65,1.17,0.78,1.95,1.04,1.81,17,15,2,0,48,7,41,47,2.76,46.2,12.5,33.7,1.98,17,10,3,4,29,21,8,33,1.94,30.8,19.5,11.3,0.66,581,231,39.8,17.09,6.79,0.12,0.31,16.7,20,2018,portugal,primeira_liga
374,Benfica,29,25.3,59.6,34,374,3060,34,102,70,172,96,6,9,70,7,81.5,74.6,55.0,129.6,719,1715,3.0,2.06,5.06,2.82,4.88,2.4,1.62,4.01,2.2,3.81,17,11,4,2,35,13,22,37,2.18,37.4,11.5,25.9,1.52,17,11,2,4,28,14,14,35,2.06,27.1,17.1,10.0,0.59,334,106,31.7,9.82,3.12,0.1,0.31,18.4,11,2018,portugal,primeira_liga
375,Boavista,31,27.7,44.9,34,374,3060,34,33,24,57,30,3,4,104,6,42.4,39.3,28.3,67.6,337,880,0.97,0.71,1.68,0.88,1.59,1.25,0.83,2.08,1.16,1.99,17,10,3,4,33,20,13,33,1.94,35.8,19.4,16.4,0.97,17,11,2,4,38,30,8,35,2.06,27.8,28.3,-0.5,-0.03,545,202,37.1,16.03,5.94,0.12,0.32,16.9,15,2018,portugal,primeira_liga
376,Braga,24,26.5,53.6,34,374,3060,34,55,38,93,48,7,7,65,1,51.5,46.0,37.1,83.1,626,1466,1.62,1.12,2.74,1.41,2.53,1.51,1.09,2.61,1.35,2.45,17,11,2,4,31,18,13,35,2.06,28.5,16.2,12.3,0.72,17,8,4,5,21,20,1,28,1.65,16.6,23.1,-6.4,-0.38,352,115,32.7,10.35,3.38,0.1,0.3,19.5,7,2018,portugal,primeira_liga
377,Chaves,33,27.1,46.2,34,374,3060,34,34,21,55,28,6,8,84,5,38.4,32.2,26.6,58.8,512,1198,1.0,0.62,1.62,0.82,1.44,1.13,0.78,1.91,0.95,1.73,17,8,4,5,20,18,2,28,1.65,18.9,16.6,2.3,0.14,17,8,3,6,16,17,-1,27,1.59,13.9,15.9,-2.0,-0.12,374,111,29.7,11.0,3.26,0.07,0.23,19.2,15,2018,portugal,primeira_liga
378,Feirense,33,27.3,46.8,34,374,3060,34,25,17,42,21,4,5,96,4,28.0,24.0,17.6,41.6,320,918,0.74,0.5,1.24,0.62,1.12,0.82,0.52,1.34,0.71,1.22,17,7,3,7,26,26,0,24,1.41,22.9,21.3,1.6,0.09,17,6,4,7,28,24,4,22,1.29,24.7,28.2,-3.5,-0.21,391,135,34.5,11.5,3.97,0.12,0.35,18.4,21,2018,portugal,primeira_liga
379,Marítimo,30,26.7,45.8,34,374,3060,34,26,15,41,22,4,4,85,4,31.1,27.9,21.4,49.3,448,976,0.76,0.44,1.21,0.65,1.09,0.91,0.63,1.54,0.82,1.45,17,6,6,5,21,21,0,24,1.41,17.4,22.6,-5.2,-0.31,17,4,6,7,16,20,-4,18,1.06,18.4,23.1,-4.7,-0.27,369,105,28.5,10.85,3.09,0.08,0.27,17.6,13,2018,portugal,primeira_liga
380,Moreirense,26,26.5,48.2,34,374,3060,34,38,27,65,37,1,1,73,5,36.0,35.2,25.8,61.0,555,1359,1.12,0.79,1.91,1.09,1.88,1.06,0.76,1.82,1.04,1.8,17,3,5,9,10,18,-8,14,0.82,12.2,18.4,-6.2,-0.37,17,7,3,7,28,32,-4,24,1.41,17.2,24.6,-7.5,-0.44,446,118,26.5,13.12,3.47,0.08,0.29,18.7,24,2018,portugal,primeira_liga
381,Nacional,30,25.6,51.0,34,374,3060,34,33,21,54,25,8,9,85,4,44.8,37.8,27.0,64.8,568,1180,0.97,0.62,1.59,0.74,1.35,1.32,0.79,2.11,1.11,1.9,17,6,4,7,24,23,1,22,1.29,24.8,24.4,0.4,0.02,17,4,3,10,22,28,-6,15,0.88,19.5,31.2,-11.8,-0.69,389,142,36.5,11.44,4.18,0.11,0.29,19.1,18,2018,portugal,primeira_liga
382,Portimonense,32,25.6,48.8,34,374,3060,34,41,28,69,37,4,6,77,6,48.7,44.0,33.2,77.2,555,1204,1.21,0.82,2.03,1.09,1.91,1.43,0.98,2.41,1.3,2.27,17,6,8,3,25,20,5,26,1.53,20.7,16.0,4.7,0.28,17,0,11,6,13,23,-10,11,0.65,18.1,26.5,-8.5,-0.5,351,128,36.5,10.32,3.76,0.1,0.28,18.1,7,2018,portugal,primeira_liga
383,Porto,27,27.6,59.9,34,374,3060,34,73,44,117,66,7,8,62,1,73.7,67.7,52.5,120.2,722,1709,2.15,1.29,3.44,1.94,3.24,2.17,1.54,3.71,1.99,3.53,17,6,7,4,28,22,6,25,1.47,22.0,26.5,-4.6,-0.27,17,3,2,12,14,30,-16,11,0.65,18.6,22.9,-4.3,-0.25,393,110,28.0,11.56,3.24,0.09,0.31,19.4,12,2018,portugal,primeira_liga
384,Rio Ave,33,24.7,52.9,34,374,3060,34,49,30,79,44,5,5,92,10,45.5,41.7,32.0,73.7,544,1198,1.44,0.88,2.32,1.29,2.18,1.34,0.94,2.28,1.23,2.17,17,8,1,8,25,18,7,25,1.47,19.8,21.3,-1.4,-0.08,17,1,5,11,24,40,-16,8,0.47,19.4,30.4,-11.0,-0.65,375,118,31.5,11.03,3.47,0.09,0.29,19.7,22,2018,portugal,primeira_liga
385,Santa Clara,31,26.4,47.4,34,374,3060,34,40,26,66,36,4,5,79,6,41.1,37.1,27.9,65.0,431,1030,1.18,0.76,1.94,1.06,1.82,1.21,0.82,2.03,1.09,1.91,17,6,3,8,22,27,-5,21,1.24,22.2,24.5,-2.3,-0.13,17,1,9,7,11,26,-15,12,0.71,16.4,24.9,-8.5,-0.5,563,177,31.4,16.56,5.21,0.1,0.32,16.9,19,2018,portugal,primeira_liga
386,Sporting CP,31,27.0,56.6,34,374,3060,34,70,44,114,55,15,15,100,7,61.3,50.1,39.5,89.6,573,1508,2.06,1.29,3.35,1.62,2.91,1.8,1.16,2.97,1.47,2.63,17,4,8,5,21,30,-9,20,1.18,21.7,24.3,-2.6,-0.15,17,3,3,11,18,32,-14,12,0.71,14.3,29.5,-15.2,-0.89,346,98,28.3,10.18,2.88,0.08,0.29,18.9,12,2018,portugal,primeira_liga
387,Tondela,25,27.0,45.9,34,374,3060,34,38,27,65,34,4,4,100,13,42.5,39.3,28.9,68.2,351,1007,1.12,0.79,1.91,1.0,1.79,1.25,0.85,2.1,1.16,2.0,17,3,6,8,18,31,-13,15,0.88,19.4,26.8,-7.5,-0.44,17,5,2,10,21,41,-20,17,1.0,15.9,29.9,-14.0,-0.82,555,211,38.0,16.32,6.21,0.16,0.42,15.9,13,2018,portugal,primeira_liga
